cct,nombre,cv_estatus,estatus,nivel1,nivel2,sostenimiento,municipio
26XUD0011G,ACCION MOVIL NOGALES-ICATSON,1,ACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,NOGALES
26ZIW0060G,PERSONAL DE INICIAL POR REUBICAR,1,ACTIVO,,,,HERMOSILLO
26MMS0233D,COLEGIO LOURDES,0,INACTIVO,,,NO ESPECIFICADO,CAJEME
26NBA0004E,VICENTE GUERRERO,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26ADG0009O,OFICINA DE SERVICIOS REGIONALES AGUA PRIETA,1,ACTIVO,,,,AGUA PRIETA
26DJN0133E,SANTOS DEGOLLADO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26MMS0241M,INSTITUTO ARQUIMEDES,0,INACTIVO,,,NO ESPECIFICADO,EMPALME
26EPR0194H,LUIS DONALDO COLOSIO MURRIETA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KNM0008N,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KPR0397N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26MMS0397N,INSTITUTO AURORA MONTFERRANT,1,ACTIVO,,,,CAJEME
26KPR0469Q,CURSO CUMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26DPR0237Q,LAZARO CARDENAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,URES
26KJN0391C,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26MMS0194S,DR. BRAULIO PEREZ MARCIO,0,INACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26DJN0101M,OSCAR WILDE,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NAVOJOA
26PJN0560C,PREESCOLAR BILINGUE NUEVA ESPAÃA,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR0596C,PROF. JESUS D AGUIRRE,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26DJN0503G,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,VILLA HIDALGO
26MMS0322X,INSTITUTO HERNANDEZ A. C.,0,INACTIVO,,,NO ESPECIFICADO,CABORCA
26ETC0007H,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD SAHUARIPA,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,SAHUARIPA
26DCC0215Z,ILITAA BU,0,INACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,ÃLAMOS
26DPR0194I,LEANDRO VALLE,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ROSARIO
26FIC0300O,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE PÃTAM 1,1,ACTIVO,,,,GUAYMAS
26FIC0281Q,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE NUEVO SAN FRANCISCO,1,ACTIVO,,,,GUAYMAS
26FIC0439Z,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE SAN ISIDRO 1,1,ACTIVO,,,,MAGDALENA
26PES0157C,MIRAVALLE,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26DCC0261K,JESUS GARCIA,0,INACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,ETCHOJOA
26AGS0002X,PERSONAL COMISIONADO SNTE SECCION 54 ESTATAL,1,ACTIVO,,,,HERMOSILLO
26BBE0168F,BIBLIOTECA DE LA ESCUELA SECUNDARIA ESTATAL NUM. 30,1,ACTIVO,,,,SAN LUIS RÃO COLORADO
26BBE2701F,BIBLIOTECA DEL COLEGIO DR. BRAULIO PEREZ MARCIO,1,ACTIVO,,,,HERMOSILLO
26EPR0213F,LAZARO CARDENAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26BBE3304N,BIBLIOTECA DE LA SECUNDARIA FED MARTIRES DE 1906,1,ACTIVO,,,,CANANEA
26BBE3454U,BIBLIOTECA RAFAEL MUNOZ ESPINOZA,1,ACTIVO,,,,CABORCA
26PPR0358G,COLEGIO SUPERIOR DE LAS AMERICAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PSU0009L,ESCUELA DE POSGRADO UNIVERSIDAD DE NAVOJOA A. C.,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,NAVOJOA
26DCC0080A,CUITLAHUAC,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,QUIRIEGO
26AZT0006X,SUPERVISION ESCOLAR NUM. 6 DE EDUCACION SECUNDARIA TECNICA,0,INACTIVO,,,,MOCTEZUMA
26PSU6577S,DEPARAMENTO DE CIENCIAS ECONOMICO ADMINISTRATIVAS UVM,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26BBE3405L,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 53,1,ACTIVO,,,,MOCTEZUMA
26DPB0172W,ESCUELA PRIMARIA NUEVA CREACION,1,ACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,CABORCA
26PET0061F,CENTRO DE ESTUDIOS TECNICOS COMPUTACIONALES DE NAVOJOA S. C.,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,NAVOJOA
26DIN0079L,FLORES MAGON,1,ACTIVO,INICIAL,INICIAL INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26KNM0013Z,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KNP0018R,ESCUELA PRIMARIA,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,CABORCA
26FIC0394T,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE SAHUARAL DE OTERO (SAHUARAL DE ABAJO),1,ACTIVO,,,,HUATABAMPO
26EJN0051U,ANGELA T. DE GANDARA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26ADG0014Z,OFICINA DE SERVICIOS REGIONALES,1,ACTIVO,,,,URES
26BBE0099Z,BIBLIOTECA DE LA PREPARATORIA ESPINOSA,1,ACTIVO,,,,CAJEME
26BBI0114Y,BIBLIOTECA PUBLICA MUNICIPAL JOSE MARIA MORELOS Y PAVON,1,ACTIVO,,,,GUAYMAS
26BBI0220H,BIBLIOTECA PUBLICA MUNICIPAL DEL POBLADO MIGUEL ALEMAN (CENTRO HABITAT),1,ACTIVO,,,,HERMOSILLO
26BBS0042B,BIBLIOTECA DE LA UNIVERSIDAD ESTATAL DE SONORA UNIDAD HERMOSILLO,1,ACTIVO,,,,HERMOSILLO
26DJN0270H,ARCO IRIS,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DJN0536Y,ESTELA MENDEZ MIRANDA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,ALTAR
26DPR0864H,PROF. GRACIANO SANCHEZ ROMO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26DPR1353N,VICENTA FLORES MURILLO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,EMPALME
26EPR0238O,RAFAEL N COTA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,VILLA PESQUEIRA
26FIC0280R,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE LA SALVACIÃN,1,ACTIVO,,,,GUAYMAS
26BBE0054D,BIBLIOTECA DEL COLEGIO DE BACHILLERES PLANTEL PROF. ERNESTO LOPEZ R,1,ACTIVO,,,,HERMOSILLO
26DJN0182N,6 DE ABRIL,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26MSU0052C,ESCUELA IBEROAMERICANA DE CIENCIAS DE LA SALUD,1,ACTIVO,,,,CAJEME
26PSU6576T,UNIVERSIDAD DEL VALLE DE MEXICO CENTRO EJECUTIVO HERMOSILLO,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26USU0002D,DEPARTAMENTO DE INGENIERIA ELECTRICA Y ELECTRÃNICA,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,CAJEME
26USU9994K,DEPARTAMENTO DE MATEMATICAS,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,CAJEME
26XCB0008F,COLEGIO DE BACHILLERES PLANTEL NAVOJOA EXTENSION SAN IGNACIO COHUIRIMPO,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,NAVOJOA
26EEF5024K,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,CANANEA
26EEF5068H,CENTRO DE EDUCACION FISICA ESTATAL,0,INACTIVO,,,,SANTA CRUZ
26XCM0005O,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 14 EXTENSION SAN LUIS RIO COLORADO,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26BBE2652N,BIBLIOTECA JUBILEO DE ORO,0,INACTIVO,,,,HERMOSILLO
26KJN0409L,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,EMPALME
26KJN0348O,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0824Q,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ROSARIO
26NJN0002T,ESTANCIA INFANTIL ISSSTE 78 JUDITH CARRANZA GUZMAN,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26PJN0353V,AMIGOS DE POOH,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PPR0073B,ACADEMIA BICULTURAL DE HERMOSILLO,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PPR0189B,HERMANOS FLORES MAGON,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26PBH0232Q,INSTITUTO ALLENDE PREPARATORIA,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,CAJEME
26PBH0112D,INSTITUTO VANGUARDIA DE HERMOSILLO A.C. PLANTEL PITIC,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26PES0309R,ESC. SECUNDARIA EDUCK-ART,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,CAJEME
26PPR0234Y,SAN FRANCISCO JAVIER,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,URES
26BBE3302P,BIBLIOTECA PROFA. RITA TAPIA RASCON,1,ACTIVO,,,,CAJEME
26BBE3306L,BIBLIOTECA PROFA. EVA MANIFACIO RODRIGUEZ,1,ACTIVO,,,,GUAYMAS
26BBE3328X,BIBLIOTECA DE LA SEC. FED. 7 PROF. MANUEL IÂ¥IGUEZ CAMBEROS,1,ACTIVO,,,,CAJEME
26BBE3451X,BIBLIOTECA DE LA ESCUELA SECUNDARIA TECNICA FUNDACION ESPOSOS RODRIGUEZ,1,ACTIVO,,,,AGUA PRIETA
26BBE3479C,BIBLIOTECA DE LA SECUNDARIA TECNICA NUM. 5,1,ACTIVO,,,,NAVOJOA
26BBE3503M,BIBLIOTECA DR. BENJAMIN LIZARRAGA GARCIA DE LA SEC. TEC. 11,1,ACTIVO,,,,PITIQUITO
26BBI0115X,BIBLIOTECA PUBLICA MUNICIPAL PROF. PEDRO VAZQUEZ RUBIANO,1,ACTIVO,,,,VILLA PESQUEIRA
26PPR0352M,INSTITUTO AMERICAN GROLEP,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26PPR0236W,INSTITUTO AMERICANO DE NOGALES,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26DPR0577O,FRANCISCO VILLA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26PSN0037Y,CLUB DE LEONES 4,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR1320W,VENUSTIANO CARRANZA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26EDI0009I,CENTRO DE DESARROLLO INFANTIL DIF-CABORCA,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,CABORCA
26EES0004T,MIGUEL HIDALGO Y COSTILLA,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26PPR0359F,REGINELLA INTERNATIONAL SCHOOL,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PSU0022F,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,CABORCA
26FZT0009P,SUPERVISION ESCOLAR NUM. 9 DE EDUCACION SECUNDARIA TECNICA,1,ACTIVO,,,,HUATABAMPO
26ETV0315B,MARÃA CANDELARIA CARVAJAL ACOSTA,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,EMPALME
26XUD0009S,ACCION MOVIL AGUA PRIETA-ICATSON,1,ACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,NACOZARI DE GARCÃA
26ZJN0060O,PERSONAL DE EDUCACION PRESCOLAR POR REUBICAR,1,ACTIVO,,,,HERMOSILLO
26FIC0285M,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE EL YAQUI,1,ACTIVO,,,,GUAYMAS
26FIC0418M,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE CHICHIBOJORO (COTECO),1,ACTIVO,,,,HUATABAMPO
26FEI0435A,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (PUEBLO YAQUI 2),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,CAJEME
26EIC0055V,INSTITUTO DE CAPACITACION PARA EL TRABAJO UNIDAD HERMOSILLO,1,ACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26EJN0213P,TOMAS GRIJALVA DAVILA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PSU6579Q,DEPARTAMENTO DE IDIOMAS UVM,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26TAR0001T,ALBERGUE ESCOLAR RURAL,1,ACTIVO,,,,QUIRIEGO
26USU0060U,DEPARTAMENTO DE PSICOLOGÃA Y CIENCIAS DE LA COMUNICACIÃN UNIVERSIDAD DE SONORA CAMPUS HERMOSILLO,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26XUD0001Z,ACCION MOVIL SANTA ANA (ICATSON),1,ACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,SANTA ANA
26FIC0284N,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE TRIUNFO SANTA ROSA,1,ACTIVO,,,,GUAYMAS
26KPR0784F,CURSO COMUNITARIO,1,ACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,MOCTEZUMA
26DPR0213G,IGNACIO ZARAGOZA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAHUARIPA
26BBE0158Z,BIBLIOTECA DE LA SECUNDARIA ESTATAL PROF. RAFAEL N VARELA,1,ACTIVO,,,,CUMPAS
26BBE3251Z,BIBLIOTECA DEL COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA PLANTEL CABORCA,1,ACTIVO,,,,CABORCA
26BBE3408I,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 262,1,ACTIVO,,,,ALTAR
26BBE3551W,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGIO INDUSTRIAL Y DE SERVICIOS NUM. 81,1,ACTIVO,,,,AGUA PRIETA
26ZZD0060I,BOLSA DE PERSONAL DE EDUCACION ESPECIAL POR REUBICAR,1,ACTIVO,,,,HERMOSILLO
26DCC0282X,NIÂ¥OS HEROES,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,ETCHOJOA
26FUA0170I,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 170,1,ACTIVO,USAER,USAER,,HUATABAMPO
26BBE1657B,BIBLIOTECA DEL COLEGIO NAVARRETE,1,ACTIVO,,,,GUAYMAS
26BBE3260G,BIBLIOTECA DEL COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA PLANTEL NAVOJOA,1,ACTIVO,,,,NAVOJOA
26BBE3409H,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 263,1,ACTIVO,,,,IMURIS
26FIC0374F,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE CHIJUBAMPO,1,ACTIVO,,,,HUATABAMPO
26EJN0035C,CATALINA L DE SALCIDO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,URES
26AGS0005U,PERSONAL COMISIONADO AL SNTE SECCION 28,1,ACTIVO,,,,SAN LUIS RÃO COLORADO
26BBE0179L,BIBLIOTECA DE LA SECUNDARIA MIGUEL HIDALGO Y COSTILLA,1,ACTIVO,,,,GUAYMAS
26BBE3659N,BIBLIOTECA DEL COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL SANTA ANA,1,ACTIVO,,,,SANTA ANA
26BBE3670J,BIBLIOTECA DEL CECYTES PLANTEL BACUM,1,ACTIVO,,,,BÃCUM
26BBI0001V,BIBLIOTECA PUBLICA MUNICIPAL AMALIA DE CASTILLO LEDON,1,ACTIVO,,,,ALTAR
26BBI0125D,BIBLIOTECA PUBLICA MUNICIPAL PROF. MANUEL SIQUEIROS,1,ACTIVO,,,,RAYÃN
26BBI0166D,BIBLIOTECA PUBLICA MUNICIPAL PROF. ERNESTO LOPEZ RIESGO,1,ACTIVO,,,,BENITO JUÃREZ
26BBI0354X,BIBLIOTECA PUBLICA MEXICANA DEL COBRE S.A.,1,ACTIVO,,,,NACOZARI DE GARCÃA
26FIC0575C,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE CONCRETOS GOCASA 3,0,INACTIVO,,,,PUERTO PEÃASCO
26AGS0001Y,PERSONAL COMISIONADO AL SNTE SECCION 28,1,ACTIVO,,,,HERMOSILLO
26AGS0003W,PERSONAL COMISIONADO AL SNTE SECCION 28,1,ACTIVO,,,,NOGALES
26BBE1151M,BIBLIOTECA DEL INSTITUTO MINERVA,1,ACTIVO,,,,CANANEA
26KPR0366U,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,EMPALME
26EES0017X,CATALINA ACOSTA DE BERNAL,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HUATABAMPO
26EJN0152S,FRANCISCA RUIZ CORDOVA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,SANTA CRUZ
26EJN0237Z,GUADALUPE NAVARRO ZAMORA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,PUERTO PEÃASCO
26DPR0348V,CUAUHTEMOC,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26EES0023H,LIC. BENITO JUAREZ,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,CAJEME
26DJN0396O,JOSE GUILLERMO CARBO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,DIVISADEROS
26FIC0289I,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE LA MANGA (CAMPO PESQUERO LA MANGA),1,ACTIVO,,,,GUAYMAS
26KPR0773Z,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SOYOPA
26PSU0098V,UNIVERSIDAD VIZCAYA DE LAS AMERICAS,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,NOGALES
26FEI0438Y,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA ZONA DE GRANJAS (GRANJAS MICAS),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,CAJEME
26KTV0067V,SECUNDARIA COMUNITARIA,0,INACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26DPR0460P,LIC. ADOLFO LOPEZ MATEOS,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26PSU8888I,ESCUELA DE MUSICA UNIVERSIDAD DE HERMOSILLO A. C.,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26PBH3865W,BACHILLERATO DE LA UNIVERSIDAD DEL VALLE DE MEXICO CAMPUS CIUDAD OBREGON,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,CAJEME
26BBE0095D,BIBLIOTECA DEL COLEGIO DE BACHILLERES PLANTEL QUETCHEHUECA,1,ACTIVO,,,,CAJEME
26BBE2693N,BIBLIOTECA RIGOBERTA MENCHU,0,INACTIVO,,,,CAJEME
26KPR0567R,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26FEI0293T,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (LOS BUAYUMS 2),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,NAVOJOA
26FIC0357P,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE EL TRIUNFO 2,0,INACTIVO,,,,HERMOSILLO
26EJN0172F,EDUWIGES RODRIGUEZ CASANOVA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26MMS0359K,INSTITUTO CEUNO HERMOSILLO,1,ACTIVO,,,,HERMOSILLO
26MMS0362Y,COLEGIO PROGRESO GUAYMAS,0,INACTIVO,,,,GUAYMAS
26EJN0104I,CENTRO DE ASISTENCIA PRESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26PES0314C,AMERICAN SCHOOL DE NOGALES,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,NOGALES
26FEI0242M,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA ESQUEDA,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,FRONTERAS
26FEI0044M,MODULO DE EDUCACION INICIAL NO ESCOLARIZADA NUM. 024,0,INACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,MAGDALENA
26KPR0757I,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26BBI0013Z,BIBLIOTECA PUBLICA MUNICIPAL ALFONSO ACOSTA VILLALVAZO,1,ACTIVO,,,,NOGALES
26BBI0121H,BIBLIOTECA PUBLICA MUNICIPAL PROFA. ANGELITA HUERTA MORALES,1,ACTIVO,,,,MAZATÃN
26BBI0162H,BIBLIOTECA PUBLICA MUNICIPAL PADRE KINO,1,ACTIVO,,,,CANANEA
26BBI0205P,BIBLIOTECA PUBLICA MUNICIPAL DE YAVAROS,1,ACTIVO,,,,HUATABAMPO
26BBS0256C,BIBLIOTECA UNIDEP EMPALME,1,ACTIVO,,,,EMPALME
26DCC0035O,VICENTE BUITIMEA,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,GUAYMAS
26DCC0058Z,UME-NAMUM,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26PCT0004Q,ESCUELA DE ENFERMERIA PABLO DE ANDA,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,NOGALES
26PML0003P,INSTITUTO HALIL,0,INACTIVO,CAM,CAM,NO ESPECIFICADO,HERMOSILLO
26NDI0016Z,GUARDERIA DEL IMSS NUM. 1,0,INACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,NAVOJOA
26FIC0364Z,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HUÃSABAS 2,0,INACTIVO,,,,HUÃSABAS
26EJN0036B,VICENTE SUAREZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,VILLA HIDALGO
26EPR0253G,PROFA. MA DE LOS ANGELES C DE VALDEZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26ETK0025F,TELEBACHILLERATO COMUNITARIO MOLINO DE CAMOU,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26FIC0361B,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HERMOSILLO 1,0,INACTIVO,,,,HERMOSILLO
26KPR0124X,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26FUA0234C,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 234,0,INACTIVO,USAER,USAER,,NOGALES
26DPR0352H,LIC. ADOLFO LOPEZ MATEOS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26ACE0004W,SEDE DE CAPACITACION ALAMOS,1,ACTIVO,,,,ÃLAMOS
26ADG0010D,OFICINA DE SERVICIOS REGIONALES CANANEA,1,ACTIVO,,,,CANANEA
26KPR0677X,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26PJN0004P,MEZQUITAL DEL ORO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0259Q,INSTITUTO SOFIA S. C.,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26KJN0418T,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,URES
26KJN0541T,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,SAN JAVIER
