entidad,n_entidad,municipio,n_municipi,localidad,n_localidad,domicilio,clavecct,n_cct,turno,n_turno,tipo,nivel,subnivel,c_caracterizan2,control,subcontrol,periodo,insc_t,hom_t,muj_t,insc_1,hom_1,muj_1,insc_2,hom_2,muj_2,insc_3,hom_3,muj_3,insc_4,hom_4,muj_4,insc_5,hom_5,muj_5,insc_6,hom_6,muj_6,t_doc_p_h,t_doc_p_m,tot_doc_p,puericul_h,puericul_m,tot_puericul,asi_edu_h,asi_edu_m,tot_asi_edu,dirc_cg_h,dirc_cg_m,tot_dcg,dirc_sg_h,dirc_sg_m,tot_dsg,sub_ge_h,sub_ge_m,tot_subge,sub_aca_h,sub_aca_m,tot_subaca,docente_h,docente_m,tot_doc,tutores_h,tutores_m,tot_tutor,d_espfi_h,d_espfi_m,tot_espfi,d_espar_h,d_espar_m,tot_espar,d_espte_h,d_espte_m,tot_espte,d_espid_h,d_espid_m,tot_espid,d_promo_h,d_promo_m,tot_promo,paradoc_h,paradoc_m,tot_paradoc,per_adm_h,per_adm_m,tot_pradm,tot_per,escuelas,gpos_t,gpos_1,gpos_2,gpos_3,gpos_4,gpos_5,gpos_6,gpos_mg,ins_t,ing_t,rei_t,ins_1,ing_1,rei_1,ins_2,ing_2,rei_2,ins_3,ing_3,rei_3,ins_4,ing_4,rei_4,ins_5,ing_5,rei_5,ins_6,ing_6,rei_6,aula_aexi,aula_u_1,aula_u_2,aula_u_3,aula_u_4,aula_u_5,aula_u_6,aula_u_mg,aula_u_t,aula_a_1,aula_a_2,aula_a_3,aula_a_4,aula_a_5,aula_a_6,aula_a_mg,aula_a_t,taller,laborat,cubiculo_e,cubiculo_u,taller_u,egre_hom,egre_muj,egre_tot,regu_hom,regu_muj,regu_tot,doc_1,doc_2,doc_3,doc_4,doc_5,doc_6,doc_mg,doc_tot,tipo_org_docente,tipo_org_alumnos,periodo_escolar
7,CHIAPAS,5,AMATÁN,169,PIEDRA BLANCA,CALLE PIEDRA BLANCA,07DPR0944E,5 DE MAYO,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,79,35,44,19,8,11,11,5,6,10,4,6,10,5,5,17,6,11,12,7,5,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,4,79,79,0,19,19,0,11,11,0,10,10,0,10,10,0,17,17,0,12,12,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,MULTIGRADO,INCOMPLETA,2022-2023
13,HIDALGO,11,ATLAPEXCO,3,ATENCUAPA,CALLE SEGUNDA CERRADA BARRIO AGUACATITLA,13DJN0863O,NUEVO AMANECER,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,6,5,1,1,1,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,6,6,0,1,1,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2022-2023
22,QUERÉTARO,10,LANDA DE MATAMOROS,52,VALLE DE GUADALUPE,NINGUNO NINGUNO,22DTV0063T,IGNACIO COMONFORT,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,45,26,19,19,9,10,11,8,3,15,9,6,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,1,1,0,0,0,0,45,45,0,19,19,0,11,11,0,15,15,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,3,0,3,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2019-2020
7,CHIAPAS,8,ÁNGEL ALBINO CORZO,7,FRANCISCO I. MADERO,CALLE PRINCIPAL,07ETV0511P,TELESECUNDARIA 486 ROSARIO CASTELLANOS FIGUEROA,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,I2223,158,91,67,58,32,26,57,36,21,43,23,20,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,2,2,2,0,0,0,0,158,158,0,58,58,0,57,57,0,43,43,0,0,0,0,0,0,0,0,0,0,8,2,2,2,0,0,0,2,8,2,0,0,0,0,0,0,2,0,0,0,0,0,24,23,47,0,0,0,2,2,2,0,0,0,0,6,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2022-2023
15,MÉXICO,82,TEJUPILCO,91,MAZATEPEC,NINGUNO NINGUNO,15KPR0340G,LOS OCOTES MAZATEPEC,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2324,4,2,2,0,0,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2023-2024
5,COAHUILA DE ZARAGOZA,17,MATAMOROS,38,EL SACRIFICIO,CALLE EJIDO SACRIFICIO,05DPR0214T,MANUEL NEGRETE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,59,28,31,13,8,5,11,6,5,7,2,5,10,6,4,9,3,6,9,3,6,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,1,1,59,59,0,13,13,0,11,11,0,7,7,0,10,10,0,9,9,0,9,9,0,3,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,MULTIGRADO,INCOMPLETA,2022-2023
11,GUANAJUATO,33,SAN LUIS DE LA PAZ,291,MESA DE PALOTES (MESA DEL CARMEN),CALLE MESA DE PALOTES (MESA DEL CARMEN),11DJN3675R,JUAN RULFO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,PROMOTOR TÉCNICO,PÚBLICO,FEDERAL TRANSFERIDO,I2020,10,6,4,2,0,2,3,3,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10,10,0,2,2,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2020-2021
21,PUEBLA,114,PUEBLA,1,HEROICA PUEBLA DE ZARAGOZA,CALLE PORFIRIO DIAZ,21DPR1667S,BENEMERITO DE LAS AMERICAS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,659,310,349,112,47,65,105,50,55,108,52,56,111,51,60,118,55,63,105,55,50,2,16,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,16,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,22,1,18,3,3,3,3,3,3,0,659,659,0,112,112,0,105,105,0,108,108,0,111,111,0,118,118,0,105,105,0,18,3,3,3,3,3,3,0,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,18,COMPLEMENTARIA,COMPLETA,2022-2023
17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE NACIONAL,17DPR0714T,VIDAL ALCOCER,2,VESPERTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,140,74,66,22,14,8,20,10,10,23,11,12,25,13,12,25,12,13,25,14,11,3,4,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,13,1,7,2,1,1,1,1,1,0,140,140,0,22,22,0,20,20,0,23,23,0,25,25,0,25,25,0,25,25,0,7,2,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,7,COMPLEMENTARIA,COMPLETA,2023-2024
16,MICHOACÁN DE OCAMPO,112,ZITÁCUARO,1,HERÓICA ZITÁCUARO,CALLE CAMELINAS,16DJN0902X,MANUEL BUENDIA TELLEZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,145,82,63,0,0,0,61,38,23,84,44,40,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,1,7,0,3,4,0,0,0,0,145,145,0,0,0,0,61,61,0,84,84,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,COMPLEMENTARIA,INCOMPLETA,2020-2021
13,HIDALGO,46,SAN FELIPE ORIZATLÁN,28,LA LABOR I,AVENIDA VALLE VERDE,13DJN0707X,FORTUNATO RIVERA FERNANDEZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,12,5,7,6,2,4,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,12,12,0,6,6,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2022-2023
4,CAMPECHE,7,PALIZADA,86,EL PORVENIR,CALLE LAS ISLAS,04KTV0003Z,SECUNDARIA COMUNITARIA,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2324,4,1,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,NO APLICA EN ESTE NIVEL,2023-2024
28,TAMAULIPAS,25,MIGUEL ALEMÁN,1,CIUDAD MIGUEL ALEMÁN,CALLE JOSE MARIA PINO SUAREZ,28DJN0132D,JULIETA CORREA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,101,53,48,12,6,6,39,19,20,50,28,22,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,1,5,1,2,2,0,0,0,0,101,101,0,12,12,0,39,39,0,50,50,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,COMPLEMENTARIA,COMPLETA,2020-2021
19,NUEVO LEÓN,26,GUADALUPE,1,GUADALUPE,CALLE CORONEL MAGDALENO HERRERA,19DPR0202R,20 DE NOVIEMBRE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,272,139,133,64,29,35,50,23,27,38,23,15,39,17,22,34,22,12,47,25,22,2,10,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,10,12,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,18,1,12,2,2,2,2,2,2,0,272,271,1,64,64,0,50,50,0,38,38,0,39,39,0,34,33,1,47,47,0,16,2,2,2,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,12,COMPLEMENTARIA,COMPLETA,2023-2024
19,NUEVO LEÓN,26,GUADALUPE,1,GUADALUPE,CALLE MIGUEL HIDALGO,19DPR0679B,FELIPE DE JESUS MARTINEZ CHAPA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,87,39,48,20,10,10,12,5,7,14,8,6,17,5,12,10,6,4,14,5,9,4,2,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,10,1,6,1,1,1,1,1,1,0,87,87,0,20,20,0,12,12,0,14,14,0,17,17,0,10,10,0,14,14,0,6,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2023-2024
5,COAHUILA DE ZARAGOZA,2,ACUÑA,1,CIUDAD ACUÑA,CALLE GUERRERO 165 NORTE,05PES0047K,INSTITUTO PESTALOZZI,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2020,101,54,47,34,15,19,38,21,17,29,18,11,0,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,2,12,1,4,1,2,1,0,0,0,0,101,101,0,34,34,0,38,38,0,29,29,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36,0,0,0,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2020-2021
7,CHIAPAS,83,SOCOLTENANGO,90,LA PLANADA,CALLE LA PLANADA SAN ISIDRO,07DPB1816P,FRANCISCO IGNACIO MADERO GONZALEZ,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,44,19,25,7,4,3,6,1,5,12,6,6,8,5,3,6,2,4,5,1,4,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,44,44,0,7,7,0,6,6,0,12,12,0,8,8,0,6,6,0,5,5,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
30,VERACRUZ DE IGNACIO DE LA LLAVE,174,TIERRA BLANCA,59,MATA ANONILLA,NINGUNO NINGUNO,30EPR2368H,CUAUHTEMOC,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2324,36,17,19,12,5,7,3,1,2,5,4,1,4,2,2,7,3,4,5,2,3,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,36,36,0,12,12,0,3,3,0,5,5,0,4,4,0,7,7,0,5,5,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
9,CIUDAD DE MÉXICO,6,IZTACALCO,1,IZTACALCO,RETORNO 5 DE SUR 16 NO. 48,09PPR1219W,COLEGIO MODERNO DE ORIENTE JEAN PIAGET,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2223,15,8,7,0,0,0,6,2,4,0,0,0,0,0,0,2,1,1,7,5,2,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,8,1,3,0,1,0,0,1,1,0,15,15,0,0,0,0,6,6,0,0,0,0,0,0,0,2,2,0,7,7,0,6,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,COMPLEMENTARIA,INCOMPLETA,2022-2023
11,GUANAJUATO,42,VALLE DE SANTIAGO,6,BELLA VISTA DE SANTA MARÍA,CALLE ZAPATA,11DJN0136Z,RICARDO FLORES MAGON,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,48,22,26,5,1,4,22,11,11,21,10,11,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,48,48,0,5,5,0,22,22,0,21,21,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,MULTIGRADO,INCOMPLETA,2023-2024
18,NAYARIT,5,HUAJICORI,38,MINERAL DE CUCHARAS,NINGUNO NINGUNO,18DPR0876D,NIÑOS HEROES,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,47,29,18,10,6,4,7,4,3,9,6,3,5,3,2,11,8,3,5,2,3,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,47,47,0,10,10,0,7,7,0,9,9,0,5,5,0,11,11,0,5,5,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
5,COAHUILA DE ZARAGOZA,18,MONCLOVA,1,MONCLOVA,CALLE UVAS,05DJN1282G,AGUSTÍN MELGAR,2,VESPERTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,53,29,24,5,4,1,19,10,9,29,15,14,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,1,0,0,0,1,53,53,0,5,5,0,19,19,0,29,29,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,MULTIGRADO,INCOMPLETA,2022-2023
7,CHIAPAS,30,CHICOMUSELO,42,PABLO L. SIDAR,CALLE PABLO L. SIDAR,07DPR4747E,AGUSTIN DE ITURBIDE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,77,33,44,15,6,9,23,11,12,15,8,7,7,2,5,11,2,9,6,4,2,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,77,61,16,15,15,0,23,14,9,15,12,3,7,6,1,11,8,3,6,6,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2019-2020
22,QUERÉTARO,6,CORREGIDORA,13,EL JARAL,CALLE CONOCIDO,22DTV0192N,FERNANDO ESPINOSA GUTIERREZ,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,80,38,42,32,14,18,25,14,11,23,10,13,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,1,1,1,0,0,0,0,80,80,0,32,32,0,25,25,0,23,23,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2021-2022
24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,1,SAN LUIS POTOSÍ,PROLONGACIÓN AVENIDA CHAPULTEPEC,24PJN0340T,COLEGIO CHAPULTEPEC DE SAN LUIS,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2019,35,20,15,6,3,3,15,6,9,14,11,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,0,0,0,1,35,35,0,6,6,0,15,15,0,14,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2019-2020
21,PUEBLA,195,VICENTE GUERRERO,26,TECOLOTLA,NINGUNO NINGUNO,21KJN0815X,PREESCOLAR COMUNITARIO RURAL TECOLOTLA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2223,12,6,6,1,1,0,4,3,1,7,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,12,12,0,1,1,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2022-2023
32,ZACATECAS,20,JEREZ,25,ERMITA DE LOS CORREA,CALLE FRANCISCO VILLA,32DJN0222I,LAURA ESCUDERO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,41,23,18,9,5,4,15,8,7,17,10,7,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,1,41,41,0,9,9,0,15,15,0,17,17,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,MULTIGRADO,INCOMPLETA,2019-2020
19,NUEVO LEÓN,26,GUADALUPE,1,GUADALUPE,CALLE LAS VILLAS,19DPR0200T,PROFR. PABLO LIVAS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,208,107,101,27,14,13,35,17,18,33,18,15,46,17,29,29,16,13,38,25,13,1,9,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,10,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,16,1,8,1,1,1,2,1,2,0,208,208,0,27,27,0,35,35,0,33,33,0,46,46,0,29,29,0,38,38,0,11,1,1,1,2,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,10,COMPLEMENTARIA,COMPLETA,2019-2020
28,TAMAULIPAS,3,ALTAMIRA,122,MIRAMAR,CALLE SAN FRANCISCO,28DJN0857F,DON BENITO JUAREZ,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,27,18,9,0,0,0,11,9,2,16,9,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,27,27,0,0,0,0,11,11,0,16,16,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,COMPLEMENTARIA,INCOMPLETA,2020-2021
